id,Annuity
3050,20904
3052,11845
3053,11056
3071,12464
3077,15277
3083,17246
3107,17156
3109,24444
3129,11942
3134,11056
3135,21831
3136,24161
3140,24030
3141,32405
3147,31163
3156,17872
3161,13945
3162,15636
3173,39019
3174,12580
3178,11056
3184,19969
3188,19141
3201,20754
3205,27052
3210,12652
3212,19850
3224,9500
3225,12424
3238,13208
3240,13631
3246,13998
3252,18531
3257,20201
3264,16067
3296,21172
3302,11518
3303,26131
3305,15784
3308,12467
3311,12191
3315,13371
3320,22598
3322,19600
3333,11362
3335,15694
3336,19816
3340,11838
3346,10545
3347,14107
3359,31643
3366,11056
3378,13171
3383,25404
3402,13043
3404,29238
3405,25746
3416,13881
3420,26030
3422,15871
3432,12296
3444,27723
3449,15535
3453,13214
3480,14214
3488,17621
3489,30465
3492,9566
3499,17610
3511,23241
3532,19729
3540,15282
3548,23712
3554,32450
3560,14078
3564,20745
3565,20962
3612,11865
3613,18466
3623,33693
3632,18033
3640,25047
3644,16536
3673,11497
3674,21790
3676,12608
3687,19811
3697,16460
3698,19795
3706,17301
3712,11056
3726,12134
3727,53658
3728,14283
3732,14856
3739,22186
3747,18674
3758,37068
3769,14206
3773,12261
3774,23000
3780,24757
3784,12134
3788,14113
3793,21570
3798,23636
3799,11056
3800,29756
3815,14194
3831,8881
3836,22476
3839,23239
3843,14859
3848,23663
3852,8881
3860,20338
3861,31830
3874,18132
3898,10680
3902,17954
3905,14011
3911,11056
3913,20323
3917,15003
3921,47014
3932,24841
3933,16890
3937,15783
3945,12959
3952,24963
3956,13441
3964,21226
3968,13579
3972,15745
3978,21082
3988,25734
3990,11056
3991,23618
3998,26115
4007,9884
4026,11056
4032,19158
4034,12161
4048,11056
4055,8881
4063,21606
4076,17539
4103,26032
4120,24290
4126,14486
4147,15601
4148,13959
4152,40886
4155,26278
4161,13673
4173,8881
4174,23441
4190,18816
4194,9808
4201,22807
4203,13343
4215,22474
4220,15928
4228,10160
4236,12607
4242,30289
4248,13483
4249,11798
4269,23124
4279,21149
4295,11056
4301,14659
4305,19719
4333,32661
4338,19621
4341,18350
4349,9422
4350,28643
4353,21675
4371,27131
4372,14615
4378,29933
4382,22402
4388,11560
4397,11799
4399,14029
4402,31287
4413,18366
4415,20517
4416,26724
4418,14560
4424,24272
4441,35474
4442,17487
4450,15765
4461,15644
4464,14226
4466,23164
4467,32331
4470,25631
4486,15063
4492,16175
4508,11056
4510,30803
4511,19207
4519,29956
4528,19635
4532,26247
4542,15377
4555,20023
4565,14586
4579,14754
4590,9454
4594,30085
4595,11056
4600,24668
4611,11908
4613,19223
4622,12100
4643,20929
4646,21421
4660,51671
4683,14646
4684,20753
4697,15226
4698,11056
4705,12170
4716,26284
4720,13137
4732,12857
4738,11924
4739,19021
4745,18796
4751,27814
4772,14533
4781,11354
4784,11334
4786,20068
4787,25626
4794,31278
4798,19696
4811,12316
4826,13661
4845,27798
4864,18238
4868,12036
4872,13125
4880,26734
4881,8881
4882,15824
4884,18215
4886,13972
4890,14452
4898,11608
4903,12090
4905,19676
4909,21362
4918,25104
4920,10097
4943,22214
4945,20096
4948,19875
4953,25786
4964,17279
4966,12740
4990,22934
4995,19878
4996,14179
5002,19005
5010,8881
5011,18348
5015,10386
5022,16992
5025,11056
5027,20019
5029,24918
5030,15657
5033,9862
5042,25596
5043,29749
5044,21577
5057,15675
5061,30920
5064,15518
5065,20846
5071,26078
5072,18097
5088,15198
5114,14290
5123,12961
5131,24382
5154,40081
5158,11553
5161,13636
5163,23706
5172,25799
5191,15203
5200,44207
5201,21185
5208,28567
5219,18618
5223,11177
5231,14718
5254,23261
5260,19891
5261,20058
5262,12771
5272,20198
5278,11739
5325,22299
5341,25751
5349,42653
5354,16718
5369,22129
5370,25869
5386,13640
5394,15878
5395,16222
5406,11054
5408,12438
5431,16858
5446,16034
5451,13712
5456,12724
5457,11056
5460,16084
5462,13290
5485,17401
5493,20230
5505,14486
5509,25030
5526,13734
5536,18343
5549,14465
5567,28638
5577,26258
5579,11056
5580,19350
5586,13719
5591,15460
5594,11854
5599,20951
5618,10596
5622,34614
5646,22559
5647,11199
5649,21337
5651,21732
5653,10727
5661,24852
5668,30617
5670,11510
5671,11056
5674,12276
5678,21338
5686,15166
5695,16563
5703,22565
5718,8881
5719,17787
5732,11780
5740,10977
5750,25638
5761,25129
5767,11056
5770,25769
5772,14356
5776,14208
5777,9855
5792,37187
5794,19050
5817,12822
5838,9458
5843,12592
5845,12853
5850,24494
5854,14964
5860,21623
5870,12812
5872,11056
5876,13633
5878,12634
5880,11457
5885,11056
5887,41138
5890,11824
5906,32086
5911,17054
5915,15907
5926,11883
5932,17518
5943,25136
5948,25254
5961,16743
5970,16171
5974,10685
5979,18792
5986,14635
5987,14002
6005,12364
6024,11196
6025,17913
6034,18572
6041,16505
6042,9861
6055,27153
6069,15123
6090,19946
6093,21375
6114,18609
6127,17906
6133,14538
6136,23291
6141,14387
6143,20203
6147,22777
6156,13894
6160,11830
6174,23880
6177,21317
6179,27445
6188,14927
6193,13637
6198,16378
6204,19687
6214,10458
6216,15235
6217,17171
6218,19055
6219,11056
6223,25974
6244,11913
6246,18457
6259,22419
6279,8881
6282,16755
6283,19292
6286,13005
6288,11909
6297,15511
6334,19770
6350,11387
6356,19527
6359,19324
6363,9999
6365,18431
6373,13074
6381,23690
6390,23719
6408,13550
6410,37126
6422,28243
6435,12638
6438,23817
6461,11460
6478,55510
6483,15384
6501,15885
6522,22040
6529,12624
6541,17239
6562,13593
6568,13440
6582,11122
6586,25238
6588,13473
6589,13233
6602,30480
6609,12549
6619,19431
6638,17721
6650,20679
6669,16819
6684,13118
6694,39465
6707,24199
6710,25735
6712,11518
6713,9878
6745,21430
6747,11056
6748,13419
6752,23181
6755,31497
6772,22316
6783,22581
6785,21395
6786,20553
6797,11056
6815,17673
6820,10685
6829,33106
6852,15355
6855,24373
6866,10710
6874,13143
6876,21883
6885,11829
6886,11251
6905,20186
6935,22184
6938,24672
6939,15150
6957,13567
6966,11913
6967,22348
6980,22155
6983,12613
6986,25208
6991,27515
7002,26271
7017,14200
7018,30655
7049,11056
7054,13700
7070,15468
7107,13325
7112,13833
7115,20344
7120,35521
7126,42426
7131,11913
7135,13540
7144,17163
7156,18354
7163,32422
7167,10598
7168,12507
7174,11056
7182,15615
7183,13614
7186,14650
7198,18810
7207,12617
7213,16240
7214,14838
7219,34455
7221,16899
7232,21347
7240,10316
7265,19174
7274,15133
7275,21904
7302,24393
7306,12818
7325,18273
7340,14760
7341,14056
7357,14315
7369,14165
7386,15597
7402,31494
7406,20708
7419,17685
7420,13919
7421,42880
7423,17220
7425,27967
7428,21023
7436,15066
7447,13460
7457,25312
7462,30008
7481,25626
7487,15813
7511,21534
7521,21262
7537,13814
7547,11056
7558,21293
7560,25440
7574,19376
7587,12224
7607,24170
7617,16540
7620,21764
7623,24708
7635,13711
7636,27785
7639,12601
7641,19840
7655,14947
7667,29173
7681,31238
7691,20582
7692,18843
7696,14578
7704,21219
7711,36750
7740,14063
7760,14737
7768,15239
7778,9015
7779,12001
7786,16203
7789,18446
7797,11913
7799,10509
7816,10978
7823,18185
7845,11913
7851,21859
7852,17813
7853,19998
7856,24014
7860,16462
7881,18878
7883,10212
7892,10154
7900,20028
7909,14963
7914,16519
7922,9541
7925,14020
7930,28457
7941,39194
7950,11451
7951,24887
7952,24482
7964,22389
7969,9982
7972,11056
8004,18256
8037,22957
8046,23023
8048,25823
8084,24295
8116,23450
8129,13795
8158,12304
8174,13795
8175,13378
8199,12973
8212,25562
8226,10395
8251,26291
8258,19999
8275,12134
8289,25746
8290,17094
8295,23536
8316,29169
8320,20840
8325,31320
8330,23493
8351,19997
8364,8881
8365,13095
8393,8881
8394,17688
8405,14959
8426,24749
8446,13781
8447,21312
8457,11926
8462,17822
8475,15824
8478,14905
8480,29492
8484,17862
8494,19671
8504,12382
8506,32095
8511,16567
8518,8881
8525,14602
8526,15121
8548,25545
8550,21133
8555,27665
8560,12209
8565,14582
8571,18922
8586,13092
8587,20392
8588,15562
8590,28781
8613,13584
8619,17356
8621,17395
8648,36296
8654,15149
8676,19794
8682,18278
8728,8881
8745,20854
8746,31216
8756,19345
8760,11474
8770,15142
8771,11056
8785,19248
8790,25863
8794,12619
8795,13126
8801,14470
8806,17667
8815,16180
8830,26619
8832,19020
8836,24475
8839,30349
8846,20384
8854,20935
8860,14622
8863,11652
8875,12328
8885,24814
8891,15332
8892,20297
8907,29424
8912,12487
8948,24427
8961,15096
8973,11756
8975,19617
8978,16279
8979,17922
8986,30184
8993,19960
9001,20421
9019,19747
9042,11056
9065,20733
9083,19273
9102,16528
9116,14140
9143,11056
9153,36384
9157,14057
9168,59410
9178,20674
9184,29635
9188,15190
9189,28469
9192,11893
9203,19467
9204,11384
9205,10745
9206,11179
9217,16196
9222,27692
9224,14027
9239,16750
9241,16272
9252,14156
9259,25717
9265,17953
9274,19297
9291,19888
9314,19988
9315,10775
9323,11913
9325,11101
9329,14034
9336,14000
9337,14841
9338,11868
9351,15484
9354,13925
9355,24737
9372,11075
9400,13033
9412,13740
9435,22650
9446,18565
9450,13908
9453,11936
9472,13850
9487,21362
9497,12634
9510,14561
9511,19261
9514,23305
9539,17825
9547,15376
9571,13686
9578,23594
9588,21358
9592,13651
9619,17438
9626,11911
9635,11056
9642,13460
9660,23597
9666,13280
9669,42303
9670,11930
9699,23928
9712,23158
9713,8881
9714,11741
9738,16923
9747,14042
9762,22388
9769,62779
9790,24417
9792,20854
9794,24197
9826,64535
9830,12070
9840,28734
9849,21059
9850,14140
9873,11056
9877,24049
9884,22353
9889,17672
9891,22459
9901,21791
9918,32075
9927,11056
9945,19921
9961,12438
9962,21317
9977,17988
9989,16863
10015,12076
10029,11636
10035,13458
10040,32721
10042,29330
10063,20673
10064,20656
10065,25774
10085,17924
10087,22457
10089,12723
10099,12784
10115,28007
10124,14179
10128,18721
10130,15076
10131,13194
10138,11054
10140,46446
10144,15700
10145,23603
10151,21010
10153,19459
10162,12829
10187,11913
10191,12113
10205,19229
10207,18230
10209,25017
10211,11056
10224,15765
10226,31236
10229,19678
10233,8881
10243,11056
10259,18869
10275,14849
10276,18781
10308,17968
10311,21339
10312,21341
10322,16864
10324,13809
10333,19481
10337,27290
10345,11003
10347,15269
10348,11297
10365,20267
10370,12074
10374,25174
10409,22535
10435,13024
10441,26294
10446,13204
10454,11764
10477,19466
10482,11940
10484,13836
10490,23157
10500,20886
10506,26168
10515,8881
10521,21863
10526,14839
10529,15748
10532,11056
10544,15502
10560,19206
10565,19426
10568,14798
10569,11975
10570,18593
10573,16154
10578,21010
10584,15844
10586,32646
10593,16978
10604,25651
10619,14701
10629,15728
10636,11056
10641,11148
10642,12871
10649,20900
10659,11720
10666,14159
10671,18558
10675,11838
10677,31070
10683,11266
10693,31444
10700,11056
10701,11338
10709,18673
10727,26965
10737,13877
10738,17188
10739,15777
10747,15109
10764,19222
10773,24004
10786,19336
10794,27059
10798,14751
10800,10164
10810,12071
10822,13369
10831,18374
10842,13206
10851,13640
10867,15543
10873,12394
10883,14715
10884,13750
10885,29565
10900,20897
10901,13126
10909,14892
10912,12356
10914,29250
10927,18653
10931,10840
10944,15287
10955,26092
10961,19641
10976,18252
10979,24436
10997,17881
10999,32669
11001,24197
11004,11056
11020,13470
11028,20904
11030,23550
11035,16484
11045,15289
11053,10202
11077,13202
11080,24047
11103,12679
11105,11585
11118,25339
11125,18059
11129,15190
11144,23286
11145,11398
11153,15364
11157,23791
11158,48481
11160,20052
11162,10322
11178,13780
11181,15454
11182,20157
11204,19721
11209,12364
11220,12120
11224,17983
11242,17558
11251,20825
11252,13298
11268,19821
11275,13162
11280,26496
11284,11056
11298,8881
11305,26983
11310,13070
11342,18209
11347,15963
11354,12760
11355,13922
11369,14557
11372,12029
11377,12108
11398,13747
11414,24957
11417,12740
11422,27887
11428,22577
11438,15867
11456,12130
11460,11913
11464,20854
11465,26787
11468,12951
11483,15990
11491,21393
11509,16642
11510,19994
11520,25811
11523,15202
11528,29176
11542,25597
11543,44923
11550,9717
11552,17728
11572,10600
11576,13344
11579,18383
11580,25158
11592,14005
11598,21633
11610,17653
11614,12963
11621,13499
11630,17319
11637,20613
11640,9998
11641,21220
11646,11913
11675,11913
11692,14849
11728,19238
11736,23161
11741,21887
11748,16584
11760,12204
11766,17478
11774,15573
11775,14358
11779,27018
11801,18592
11817,23229
11829,15516
11835,23325
11837,14258
11852,23447
11854,15268
11870,17124
11872,25085
11875,16718
11876,21167
11880,8881
11904,12601
11905,13088
11906,16463
11916,13851
11933,11056
11945,23006
11959,11056
11961,13842
11967,28238
11974,12657
11980,11811
12004,25320
12014,20767
12016,12190
12018,11859
12043,16703
12047,14951
12059,32298
12063,11056
12066,14130
12078,14377
12081,11956
12096,11546
12110,21919
12112,18629
12125,11056
12132,22644
12143,14629
12150,11418
12157,17323
12158,21690
12164,25247
12174,20824
12190,19761
12193,12243
12196,16384
12199,8881
12202,11056
12212,11500
12214,11077
12215,20156
12218,14731
12228,25539
12231,21333
12250,11418
12251,17898
12257,17551
12264,11746
12269,30591
12274,9596
12299,14371
12300,34156
12303,17741
12307,24182
12311,14177
12318,11056
12329,91767
12342,19862
12369,19553
12372,18408
12376,27012
12379,14029
12401,10001
12409,15437
12420,22083
12423,17323
12454,19499
12456,15030
12462,21826
12465,10181
12472,11056
12498,12617
12501,13859
12505,14446
12511,14636
12514,17326
12535,11056
12547,23533
12553,20396
12557,16370
12559,23952
12578,56266
12587,27430
12595,20825
12597,9258
12604,11239
12610,12823
12612,18674
12614,13419
12618,12454
12619,14763
12632,12397
12633,17660
12642,12079
12645,15305
12660,13651
12664,25820
12666,17589
12675,19604
12679,8881
12686,25845
12689,16591
12693,20782
12694,12420
12708,19627
12712,26231
12714,18250
12725,16170
12756,17672
12767,11056
12780,12753
12785,25695
12786,14730
12791,14176
12795,15517
12804,11539
12805,21065
12810,8881
12814,18921
12846,14865
12851,11056
12856,20443
12858,11560
12864,11198
12871,12651
12882,16156
12895,11056
12908,12419
12909,40352
12917,16447
12930,13279
12938,13876
12941,23307
12943,17736
12944,31696
12945,19822
13015,12966
13019,29544
13029,24370
13033,31223
13037,8881
13039,25130
13043,23227
13047,26177
13054,37129
13061,22772
13063,25011
13081,22260
13083,12279
13093,16633
13102,15668
13119,15865
13121,15738
13124,11908
13128,25973
13149,14075
13158,28360
13176,11927
13202,13414
13204,14172
13231,20250
13243,30562
13247,15667
13248,13107
13253,63301
13254,15443
13276,25348
13277,25127
13294,32287
13304,11979
13322,14896
13325,11913
13337,13821
13344,19056
13346,11056
13348,25451
13351,21402
13366,10426
13377,21294
13382,14766
13389,15214
13400,20188
13408,23328
13428,11913
13443,29232
13446,31440
13450,12887
13452,13943
13463,19235
13481,11188
13490,10446
13506,12096
13511,19080
13521,14646
13522,25813
13525,24039
13536,16887
13538,20131
13545,13738
13550,12316
13566,24049
13576,13988
13584,13766
13585,16280
13612,13986
13613,16420
13615,11111
13619,21680
13622,21055
13627,20476
13632,30891
13636,28330
13663,12658
13666,11619
13672,12253
13673,17372
13675,9704
13685,11056
13686,13812
13709,23821
13718,22616
13724,28832
13730,17260
13749,11255
13758,23947
13770,11056
13781,21378
13792,17879
13801,11056
13802,12333
13806,11450
13812,12187
13815,33049
13829,21936
13831,11056
13852,18680
13876,11663
13888,15562
13900,15833
13911,27710
13917,14704
13932,14291
13940,14974
13942,19852
13944,19496
13962,11708
13965,13313
13967,31297
13979,13982
13980,19912
13982,11997
13992,14028
14001,21396
14010,10642
14027,21661
14030,17882
14034,10525
14036,19407
14037,15757
14048,19288
14055,23460
14058,25721
14066,19886
14069,14704
14072,24951
14077,19349
14079,11913
14081,12813
14094,16408
14095,20659
14104,15977
14106,22132
14110,15013
14122,11056
14135,20943
14146,21795
14157,21893
14160,26849
14169,13665
14170,22602
14172,21132
14182,28888
14186,22984
14192,8881
14193,20677
14206,13849
14208,15912
14211,15724
14244,12860
14255,12710
14262,11115
14265,19417
14266,17991
14278,20303
14281,17592
14285,10141
14291,9535
14296,23783
14316,11371
14322,31066
14327,20498
14330,19809
14331,29210
14333,21393
14340,16035
14347,26341
14348,20152
14351,16559
14355,16675
14364,11056
14383,13388
14385,21861
14393,64978
14394,14109
14401,11514
14407,10282
14408,28320
14409,20896
14422,31243
14423,31000
14424,14732
14425,19552
14427,21545
14432,12906
14435,16902
14442,11177
14444,23237
14446,22728
14453,20967
14454,14863
14460,40013
14474,18733
14494,12265
14496,19800
14515,27160
14519,13316
14521,27976
14528,11056
14546,19346
14551,8975
14558,45699
14574,17383
14579,18322
14584,8881
14594,40960
14599,16246
14613,20225
14621,11660
14625,10383
14626,16000
14653,11776
14658,9770
14664,17321
14675,17063
14676,11056
14683,10146
14692,17109
14710,15893
14711,36739
14713,14476
14715,22183
14725,9491
14726,12871
14728,13849
14730,13748
14737,24472
14742,13853
14743,30219
14750,12583
14758,31768
14762,15612
14770,20854
14787,25427
14788,15778
14795,22006
14801,24561
14813,10979
14818,27904
14841,13507
14842,15470
14854,25990
14865,13809
14876,19157
14893,17563
14906,12408
14909,14807
14916,16343
14917,22771
14929,19871
14940,11490
14942,11490
14951,11366
14953,22654
14967,14848
14983,21108
15004,25588
15005,16087
15010,14620
15019,14381
15034,17337
15037,19900
15048,20311
15060,18011
15062,11458
15064,15690
15065,10958
15076,10479
15080,18723
15081,15093
15090,21371
15096,24669
15097,20278
15099,11088
15104,21182
15105,15228
15126,17397
15127,19911
15150,14353
15171,12002
15172,15429
15177,25539
15178,16881
15198,24794
15208,13850
15214,20367
15227,14582
15240,25975
15243,8881
15252,16657
15253,32275
15255,14716
15262,21382
15275,18527
15278,21103
15284,12899
15287,39907
15292,15040
15294,19059
15297,28485
15300,12781
15315,14153
15317,15908
15319,16768
15321,21472
15326,12289
15337,11056
15346,17254
15355,11592
15357,27814
15363,12061
15368,20183
15383,30503
15385,11912
15391,14144
15393,14382
15402,21038
15407,19334
15411,11897
15412,15593
15418,25304
15420,16550
15421,25218
15425,31890
15426,45359
15446,25663
15456,22866
15461,23790
15463,20484
15478,22233
15484,15669
15485,14014
15489,13238
15490,12142
15491,17090
15492,11946
15515,16350
15517,15622
15524,10447
15530,24154
15535,8881
15538,17010
15551,11913
15556,11056
15557,21256
15558,13710
15569,8881
15573,18130
15580,31811
15583,33324
15601,21588
15620,11238
15627,17025
15628,11056
15641,8881
15649,31021
15651,19771
15655,18592
15656,15013
15658,30915
15673,23384
15680,14264
15684,24440
15693,13448
15694,14164
15705,20743
15709,19251
15724,12004
15735,14828
15738,15850
15750,15284
15751,15881
15752,22970
15769,27525
15775,32897
15780,14552
15785,17044
15788,16266
15794,12998
15807,25873
15809,19393
15832,24209
15834,17904
15837,22346
15843,19467
15844,11363
15845,17786
15848,25611
15854,20116
15860,8881
15874,18356
15886,25902
15897,21028
15898,12855
15912,25451
15913,19716
15918,21544
15920,28219
15930,25730
15934,21374
15944,23354
15953,21807
15955,32643
15956,26323
15967,8881
15971,13843
15972,12425
15974,12132
15976,11056
15986,17857
16006,40851
16013,10910
16017,17733
16026,15589
16029,13839
16035,24540
16039,27032
16041,26147
16044,11913
16048,17465
16053,18723
16055,25780
16066,17894
16069,27003
16076,23263
16077,20416
16088,24782
16099,26268
16107,18502
16116,24681
16118,11056
16125,19167
16126,13514
16137,14067
16148,25150
16149,21396
16151,10721
16156,26843
16162,18380
16164,24831
16174,28943
16184,16687
16195,13993
16199,15133
16201,20901
16208,16061
16210,20224
16211,25600
16217,16996
16227,16264
16236,11913
16240,20914
16241,19229
16251,20297
16254,31905
16261,11471
16266,10155
16268,15861
16287,23057
16289,17021
16294,8881
16305,20878
16308,9671
16312,17065
16313,31226
16315,11484
16322,10082
16337,18119
16348,35932
16351,14789
16354,18473
16361,14827
16365,11368
16371,18082
16375,11930
16386,19949
16391,8881
16395,18548
16403,24200
16404,21379
16407,11056
16410,21075
16412,16165
16415,14125
16416,39112
16419,20182
16421,16527
16425,21067
16426,27239
16436,11913
16441,19867
16448,8881
16479,11531
16484,12219
16489,11642
16496,14879
16510,21307
16521,19290
16527,20904
16547,30936
16549,19423
16565,25877
16580,9225
16591,20396
16596,10820
16606,14856
16612,19613
16614,20039
16629,11056
16631,23204
16636,25792
16645,11641
16657,15940
16665,12999
16671,13641
16675,25050
16677,17901
16681,11302
16683,19251
16693,21623
16711,28199
16724,13213
16734,13214
16742,14529
16748,13524
16760,17061
16763,11182
16769,20894
16777,14923
16788,19274
16794,12430
16796,14345
16799,11463
16801,18759
16806,9519
16808,19819
16814,8881
16818,11056
16827,9288
16852,13620
16860,14791
16864,14530
16867,17485
16873,16470
16877,20178
16899,23966
16912,22385
16915,28565
16917,11534
16926,31059
16930,12163
16947,47224
16953,15486
16957,11877
16958,47071
16981,13489
16989,26212
16990,11105
16994,13443
17000,14092
17003,19042
17010,18409
17014,18347
17021,26061
17022,11056
17027,11126
17038,23317
17040,15832
17041,14998
17050,14433
17065,14581
17070,17851
17080,25121
17084,12151
17087,20176
17095,10968
17099,26611
17108,29895
17131,16744
17135,12010
17150,17509
17153,21848
17158,25871
17172,13866
17180,9582
17193,11056
17218,14653
17226,14263
17227,11631
17228,36648
17232,24309
17257,14801
17260,11649
17268,13076
17274,23388
17282,21601
17292,17858
17297,33033
17299,11056
17325,19576
17327,19633
17336,45037
17337,11056
17338,13586
17351,11187
17353,15872
17354,13554
17362,21218
17363,10589
17364,30325
17381,13138
17399,19569
17402,22698
17410,24656
17423,19477
17430,11695
17439,15404
17445,11542
17458,17378
17465,31509
17480,23144
17482,20758
17502,32929
17508,9005
17510,12153
17515,11228
17516,11806
17517,14718
17520,12860
17532,15643
17535,24303
17536,10065
17539,12416
17558,11434
17586,20715
17591,8881
17593,15344
17594,14611
17620,17794
17647,30682
17655,31838
17656,17444
17658,11601
17659,14066
17664,8881
17674,10425
17689,16097
17696,18132
17702,16864
17706,25890
17710,14838
17723,11056
17744,15001
17756,13637
17762,11731
17772,19683
17773,22995
17780,15831
17782,11891
17785,34615
17789,41472
17791,13274
17797,21988
17800,13667
17811,32267
17820,29183
17825,15173
17832,13502
17838,11056
17840,21021
17843,19593
17856,17890
17867,14152
17889,17131
17892,11056
17895,10573
17896,8881
17911,12188
17913,20509
17949,10658
17961,17118
17962,13107
17966,14971
17973,20297
17984,18172
18003,29038
18013,20726
18016,32564
18036,16003
18037,15654
18048,21398
18069,12427
18086,30242
18089,21758
18091,21340
18106,29890
18107,8881
18122,9280
18126,16159
18138,13010
18157,18054
18163,16012
18166,19660
18171,11056
18181,20511
18186,16026
18190,25074
18194,16280
18212,17990
18216,27610
18224,12669
18237,15812
18244,26296
18249,15870
18261,11056
18265,12714
18281,16585
18285,33558
18302,24991
18319,15098
18320,14117
18333,11056
18334,10394
18345,12815
18349,16468
18351,17523
18372,21443
18373,15469
18383,20247
18387,25303
18389,26012
18398,12673
18402,11913
18407,10005
18410,24940
18422,29196
18430,13887
18438,8881
18450,19335
18454,25661
18455,23636
18459,13812
18472,13862
18476,21089
18478,15486
18485,32136
18488,20309
18502,8881
18505,15346
18523,40999
18526,9696
18532,11443
18533,31757
18551,11056
18553,13391
18557,19931
18561,15874
18575,19305
18592,21842
18594,19511
18598,22173
18606,12755
18613,25445
18623,16970
18632,20645
18633,19176
18634,13991
18644,14418
18645,10909
18648,12290
18670,15485
18672,23469
18709,11056
18714,13430
18727,15815
18728,27877
18741,25848
18744,19597
18745,20973
18749,14011
18753,20719
18762,8881
18769,13063
18781,25999
18795,14903
18800,18175
18807,18338
18811,21604
18821,12781
18823,15017
18828,18680
18844,21930
18845,20819
18860,14546
18867,24724
18881,14040
18883,16438
